Number,Associated,TaxRank,MinScore,NextMaxScore
18114,Rogunavirus,Genus,137:07:00,105:03:00
23197,Pagevirus,Genus,413:01:00,108:07:00
28791,Seunavirus,Genus,112:04:00,96:03:00
23802,Tinduovirus,Genus,472:02:00,332:06:00
13767,Webervirus,Genus,179:09:00,44:09:00
22814,Moonvirus,Genus,136:08:00,127:02:00
8798,Pecentumvirus,Genus,319:06:00,32:00:00
23612,Vequintavirus,Genus,449:08:00,
8665,Pecentumvirus,Genus,97:06:00,57:00:00
11849,Slopekvirus,Genus,168:06:00,
22704,Sepunavirus,Genus,175:06:00,174:03:00
11917,Slopekvirus,Genus,39:06:00,
23015,Kuravirus,Genus,236:01:00,45:07:00
23709,Vequintavirus,Genus,197:03:00,
27725,Pecentumvirus,Genus,62:06:00,44:02:00
24890,Nankokuvirus,Genus,301:07:00,61:06:00
24774,Pakpunavirus,Genus,137:00:00,
27071,Kayvirus,Genus,177:00:00,
23691,Vequintavirus,Genus,109:00:00,46:04:00
26536,Zindervirus,Genus,176:08:00,
15882,Pipefishvirus,Genus,147:01:00,
30395,Seoulvirus,Genus,170:02:00,169:01:00
29495,Bastillevirus,Genus,276:05:00,166:04:00
23569,Vequintavirus,Genus,183:08:00,50:00:00
27666,Zindervirus,Genus,300:07:00,63:05:00
11800,Slopekvirus,Genus,121:08:00,
28093,Dhillonvirus,Genus,136:02:00,51:08:00
21782,Pecentumvirus,Genus,190:04:00,40:00:00
22070,Seunavirus,Genus,152:04:00,99:07:00
8776,Pecentumvirus,Genus,175:06:00,54:05:00
12014,Bruynoghevirus,Genus,187:02:00,98:07:00
11295,Limdunavirus,Genus,265:02:00,183:04:00
14747,Fromanvirus,Genus,107:00:00,35:00:00
22274,Omegavirus,Genus,102:02:00,77:08:00
11918,Slopekvirus,Genus,69:05:00,32:04:00
13376,Teseptimavirus,Genus,41:04:00,
15856,Rosebushvirus,Genus,127:04:00,92:05:00
14173,Kostyavirus,Genus,105:09:00,42:00:00
20864,Gelderlandvirus,Genus,176:09:00,153:05:00
18044,Andromedavirus,Genus,189:03:00,126:03:00
11848,Slopekvirus,Genus,181:02:00,
13375,Teseptimavirus,Genus,119:06:00,35:04:00
11831,Slopekvirus,Genus,188:03:00,34:04:00
30148,Kayvirus,Genus,177:08:00,46:08:00
11960,Slopekvirus,Genus,275:03:00,53:01:00
14757,Omegavirus,Genus,452:02:00,36:03:00
23539,Mosigvirus,Genus,72:01:00,35:02:00
13379,Teseptimavirus,Genus,71:05:00,
24872,Nankokuvirus,Genus,168:04:00,40:02:00
11904,Slopekvirus,Genus,128:08:00,33:09:00
26742,Biquartavirus,Genus,117:05:00,90:04:00
27526,Coopervirus,Genus,103:01:00,68:02:00
23660,Vequintavirus,Genus,299:08:00,
24736,Pakpunavirus,Genus,215:06:00,
26457,Fromanvirus,Genus,145:04:00,142:06:00
15917,Pipefishvirus,Genus,130:03:00,
29201,Certrevirus,Genus,145:09:00,35:09:00
18573,Siminovitchvirus,Genus,226:02:00,139:09:00
23775,Tinduovirus,Genus,142:06:00,140:00:00
22316,Fromanvirus,Genus,79:09:00,41:06:00
20895,Moonvirus,Genus,258:02:00,255:08:00
24469,Slopekvirus,Genus,72:06:00,32:05:00
17957,Gamaleyavirus,Genus,159:04:00,142:06:00
22682,Fromanvirus,Genus,145:01:00,39:06:00
19649,Tequintavirus,Genus,35:08:00,
22723,Nonagvirus,Genus,127:08:00,113:06:00
11880,Slopekvirus,Genus,224:03:00,35:07:00
13960,Omegavirus,Genus,57:04:00,47:06:00
16402,Fromanvirus,Genus,100:03:00,75:05:00
24363,Acadianvirus,Genus,152:01:00,65:05:00
15846,Rosebushvirus,Genus,238:01:00,
29416,Bastillevirus,Genus,287:04:00,118:03:00
19785,Sepunavirus,Genus,151:03:00,122:08:00
12038,Bruynoghevirus,Genus,214:02:00,158:09:00
12704,Friunavirus,Genus,60:08:00,
18747,Bronvirus,Genus,114:07:00,103:09:00
24612,Dhakavirus,Genus,151:03:00,150:08:00
10583,Fletchervirus,Genus,1002:03:00,73:01:00
24574,Slopekvirus,Genus,136:05:00,62:00:00
18060,Andromedavirus,Genus,104:00:00,63:09:00
11895,Slopekvirus,Genus,133:06:00,56:01:00
31013,Efquatrovirus,Genus,400:09:00,33:09:00
13849,Saphexavirus,Genus,504:08:00,50:06:00
12405,Brujitavirus,Genus,89:03:00,77:09:00
16303,Drulisvirus,Genus,118:09:00,72:05:00
3644,Teseptimavirus,Genus,129:00:00,76:04:00
22692,Kayvirus,Genus,147:00:00,33:08:00
23799,Tinduovirus,Genus,292:07:00,239:08:00
19761,Fromanvirus,Genus,55:07:00,52:07:00
18743,Bronvirus,Genus,43:02:00,
12016,Bruynoghevirus,Genus,486:06:00,391:05:00
30173,Cequinquevirus,Genus,109:03:00,36:01:00
29166,Certrevirus,Genus,255:06:00,117:01:00
11878,Slopekvirus,Genus,160:04:00,34:06:00
29043,Wphvirus,Genus,96:02:00,49:01:00
13081,Kuravirus,Genus,164:07:00,116:01:00
21741,Jedunavirus,Genus,390:09:00,385:01:00
29614,Bequatrovirus,Genus,148:06:00,
23791,Getseptimavirus,Genus,138:01:00,130:09:00
11872,Slopekvirus,Genus,169:05:00,
14134,Omegavirus,Genus,114:08:00,90:01:00
10614,Fletchervirus,Genus,522:05:00,47:04:00
11925,Slopekvirus,Genus,208:06:00,38:01:00
29613,Bequatrovirus,Genus,145:02:00,
27842,Kuravirus,Genus,118:00:00,59:08:00
23680,Vequintavirus,Genus,206:09:00,48:06:00
23211,Pagevirus,Genus,122:04:00,66:05:00
23247,Slashvirus,Genus,274:08:00,47:06:00
28176,Dhillonvirus,Genus,349:03:00,42:01:00
11838,Slopekvirus,Genus,233:07:00,177:05:00
5750,Inhavirus,Genus,139:01:00,77:05:00
29321,Homburgvirus,Genus,189:06:00,38:07:00
21635,Phietavirus,Genus,122:01:00,120:01:00
27042,Tunavirus,Genus,319:08:00,94:03:00
12027,Bruynoghevirus,Genus,512:04:00,350:07:00
24293,Phikmvvirus,Genus,62:06:00,54:07:00
26986,Lessievirus,Genus,148:07:00,53:04:00
30514,Gelderlandvirus,Genus,149:03:00,66:02:00
13041,Schizotequatrovirus,Genus,184:07:00,58:06:00
30955,Bequatrovirus,Genus,321:02:00,51:08:00
8719,Pecentumvirus,Genus,333:09:00,
12707,Friunavirus,Genus,277:04:00,43:03:00
13809,Webervirus,Genus,101:06:00,34:09:00
15869,Rosebushvirus,Genus,132:00:00,43:03:00
9893,Salasvirus,Genus,133:07:00,34:00:00
13958,Omegavirus,Genus,127:01:00,52:07:00
11806,Slopekvirus,Genus,333:00:00,43:09:00
24333,Bignuzvirus,Genus,134:07:00,133:08:00
22649,Gaprivervirus,Genus,120:08:00,40:09:00
16543,Litunavirus,Genus,136:05:00,135:05:00
19762,Kayvirus,Genus,125:02:00,123:04:00
13350,Teseptimavirus,Genus,111:09:00,49:00:00
23251,Slashvirus,Genus,214:01:00,160:07:00
4814,Avunavirus,Genus,168:00:00,59:03:00
11955,Slopekvirus,Genus,238:04:00,
29518,Bastillevirus,Genus,104:05:00,
24568,Vequintavirus,Genus,77:05:00,
18103,Andromedavirus,Genus,67:08:00,59:08:00
20515,Fromanvirus,Genus,129:07:00,61:06:00
1860,Detrevirus,Genus,149:06:00,146:00:00
19982,Saphexavirus,Genus,225:03:00,125:05:00
23212,Pagevirus,Genus,90:01:00,36:02:00
24891,Nankokuvirus,Genus,98:07:00,34:05:00
23954,Emdodecavirus,Genus,219:03:00,44:01:00
19997,Saphexavirus,Genus,149:04:00,65:06:00
29467,Bastillevirus,Genus,107:09:00,71:00:00
10558,Fletchervirus,Genus,245:02:00,
27537,Tulanevirus,Genus,182:02:00,44:00:00
30525,Gelderlandvirus,Genus,104:06:00,71:03:00
14563,Bongovirus,Genus,226:02:00,218:00:00
10573,Fletchervirus,Genus,195:02:00,75:00:00
18513,Siminovitchvirus,Genus,135:07:00,112:05:00
29431,Bastillevirus,Genus,228:05:00,48:06:00
11300,Unaquatrovirus,Genus,160:05:00,
23547,Mosigvirus,Genus,93:07:00,
22056,Fromanvirus,Genus,67:09:00,33:05:00
8729,Pecentumvirus,Genus,71:07:00,44:06:00
24597,Slopekvirus,Genus,312:02:00,76:05:00
14842,Cheoctovirus,Genus,134:02:00,
30600,Caeruleovirus,Genus,186:02:00,92:07:00
23887,Kochikohdavirus,Genus,182:08:00,37:04:00
18028,Andromedavirus,Genus,169:04:00,
26974,Lessievirus,Genus,122:08:00,109:02:00
14538,Bongovirus,Genus,209:03:00,144:00:00
29502,Bastillevirus,Genus,204:09:00,
10550,Fletchervirus,Genus,243:08:00,47:07:00
29558,Bequatrovirus,Genus,154:03:00,55:00:00
18450,Slashvirus,Genus,331:02:00,140:06:00
14424,Omegavirus,Genus,173:09:00,
29499,Bastillevirus,Genus,277:02:00,
24858,Nankokuvirus,Genus,319:00:00,31:06:00
11299,Unaquatrovirus,Genus,180:04:00,
16091,Tsarbombavirus,Genus,135:04:00,127:04:00
30599,Caeruleovirus,Genus,93:00:00,32:07:00
20893,Karamvirus,Genus,152:04:00,41:05:00
24471,Titanvirus,Genus,67:06:00,34:04:00
30967,Bequatrovirus,Genus,57:06:00,33:00:00
30596,Caeruleovirus,Genus,143:08:00,37:03:00
27223,Coetzeevirus,Genus,1147:01:00,334:03:00
22652,Gaprivervirus,Genus,163:07:00,
28859,Seunavirus,Genus,133:03:00,
18564,Siminovitchvirus,Genus,656:01:00,159:06:00
23074,Kuravirus,Genus,86:09:00,
10522,Fletchervirus,Genus,591:02:00,31:01:00
24896,Nankokuvirus,Genus,158:05:00,41:05:00
26611,Krischvirus,Genus,174:09:00,48:01:00
12963,Schizotequatrovirus,Genus,57:00:00,49:03:00
26310,Timquatrovirus,Genus,110:03:00,
3631,Teseptimavirus,Genus,154:04:00,143:07:00
28063,Okubovirus,Genus,161:00:00,113:07:00
28842,Seunavirus,Genus,117:01:00,115:08:00
26626,Krischvirus,Genus,137:03:00,51:01:00
30949,Bequatrovirus,Genus,142:02:00,32:09:00
13050,Schizotequatrovirus,Genus,150:07:00,39:02:00
23000,Kuravirus,Genus,96:03:00,38:07:00
18458,Slashvirus,Genus,285:03:00,150:09:00
29425,Bastillevirus,Genus,193:03:00,
29438,Bastillevirus,Genus,150:01:00,
18506,Siminovitchvirus,Genus,144:09:00,128:02:00
18023,Andromedavirus,Genus,136:01:00,
9889,Salasvirus,Genus,121:05:00,101:04:00
13275,Phikzvirus,Genus,298:07:00,105:02:00
23277,Slashvirus,Genus,115:06:00,58:00:00
26690,Krischvirus,Genus,216:05:00,45:00:00
13035,Schizotequatrovirus,Genus,316:01:00,36:04:00
18079,Andromedavirus,Genus,82:08:00,
26708,Krischvirus,Genus,181:01:00,44:03:00
26849,Eneladusvirus,Genus,131:07:00,
21687,Cheoctovirus,Genus,88:01:00,49:02:00
10633,Fletchervirus,Genus,174:09:00,77:07:00
29128,Certrevirus,Genus,139:04:00,32:03:00
18766,Bronvirus,Genus,57:07:00,
23208,Pagevirus,Genus,108:08:00,60:03:00
13004,Schizotequatrovirus,Genus,116:01:00,52:02:00
18809,Helsingorvirus,Genus,245:02:00,
28810,Seunavirus,Genus,210:07:00,43:04:00
23027,Kuravirus,Genus,160:04:00,
23425,Gordtnkvirus,Genus,121:03:00,48:01:00
29437,Bastillevirus,Genus,144:08:00,
26314,Timquatrovirus,Genus,126:09:00,
23881,Kochikohdavirus,Genus,199:06:00,
18502,Siminovitchvirus,Genus,216:07:00,173:00:00
13857,Saphexavirus,Genus,114:09:00,50:07:00
11309,Unaquatrovirus,Genus,145:06:00,35:09:00
30197,Caeruleovirus,Genus,87:08:00,47:06:00
23966,Emdodecavirus,Genus,652:05:00,168:01:00
24860,Nankokuvirus,Genus,163:09:00,38:06:00
3648,Teseptimavirus,Genus,108:03:00,
14588,Bongovirus,Genus,169:03:00,158:08:00
26673,Krischvirus,Genus,231:09:00,33:01:00
23194,Slashvirus,Genus,216:08:00,213:09:00
22417,Enhodamvirus,Genus,288:08:00,
23086,Kuravirus,Genus,542:03:00,37:02:00
29512,Bastillevirus,Genus,134:04:00,
28522,Nankokuvirus,Genus,134:08:00,92:03:00
24845,Nankokuvirus,Genus,228:08:00,124:04:00
29490,Bastillevirus,Genus,101:03:00,
29485,Bastillevirus,Genus,116:04:00,
24862,Nankokuvirus,Genus,361:09:00,38:00:00
23004,Kuravirus,Genus,75:00:00,70:00:00
28801,Seunavirus,Genus,136:03:00,127:09:00
13318,Phikzvirus,Genus,224:02:00,48:00:00
23268,Slashvirus,Genus,344:04:00,101:00:00
10537,Fletchervirus,Genus,158:09:00,44:04:00
23840,Kochikohdavirus,Genus,233:08:00,38:02:00
23327,Drulisvirus,Genus,135:07:00,
13335,Phikzvirus,Genus,268:02:00,192:05:00
26938,Tulanevirus,Genus,42:06:00,39:04:00
22513,Omegavirus,Genus,173:07:00,107:02:00
27319,Rogunavirus,Genus,91:05:00,35:02:00
23047,Kuravirus,Genus,83:05:00,
23210,Pagevirus,Genus,168:07:00,77:03:00
16733,Tulanevirus,Genus,114:09:00,45:04:00
12630,Obolenskvirus,Genus,187:08:00,
26618,Krischvirus,Genus,262:08:00,36:09:00
20865,Dhakavirus,Genus,102:04:00,101:00:00
15886,Pipefishvirus,Genus,163:06:00,35:06:00
30975,Cequinquevirus,Genus,118:07:00,68:03:00
18073,Andromedavirus,Genus,95:05:00,
18437,Slashvirus,Genus,455:04:00,182:00:00
29498,Bastillevirus,Genus,264:01:00,
10516,Fletchervirus,Genus,441:09:00,
11307,Unaquatrovirus,Genus,188:04:00,
21986,Corndogvirus,Genus,209:05:00,99:04:00
14414,Omegavirus,Genus,91:01:00,36:09:00
29190,Certrevirus,Genus,82:08:00,43:05:00
23022,Kuravirus,Genus,109:00:00,71:07:00
26305,Timquatrovirus,Genus,246:09:00,
23301,Slashvirus,Genus,201:08:00,78:03:00
22811,Moonvirus,Genus,151:08:00,148:04:00
24011,Emdodecavirus,Genus,189:06:00,137:03:00
24495,Patiencevirus,Genus,150:06:00,143:09:00
10527,Fletchervirus,Genus,539:05:00,34:08:00
10582,Fletchervirus,Genus,90:06:00,39:06:00
12947,Schizotequatrovirus,Genus,193:09:00,
17941,Gamaleyavirus,Genus,70:09:00,
24868,Nankokuvirus,Genus,167:00:00,43:05:00
13084,Schizotequatrovirus,Genus,127:01:00,
23984,Emdodecavirus,Genus,307:08:00,83:01:00
29625,Bequatrovirus,Genus,216:02:00,
23743,Emdodecavirus,Genus,222:03:00,39:09:00
29414,Bastillevirus,Genus,56:01:00,32:03:00
30888,Nitunavirus,Genus,90:08:00,61:01:00
29108,Certrevirus,Genus,422:06:00,39:06:00
29151,Certrevirus,Genus,132:08:00,125:00:00
13114,Schizotequatrovirus,Genus,295:00:00,46:03:00
8735,Pecentumvirus,Genus,164:06:00,
14969,Bixzunavirus,Genus,197:03:00,39:09:00
23299,Slashvirus,Genus,207:09:00,37:08:00
10532,Fletchervirus,Genus,219:07:00,57:07:00
13986,Omegavirus,Genus,107:08:00,
30968,Bequatrovirus,Genus,84:00:00,
13316,Phikzvirus,Genus,63:09:00,43:08:00
13117,Schizotequatrovirus,Genus,289:02:00,
10326,Firehammervirus,Genus,96:03:00,65:09:00
18080,Andromedavirus,Genus,124:05:00,
29211,Certrevirus,Genus,270:01:00,63:04:00
30954,Bequatrovirus,Genus,138:07:00,68:07:00
11992,Jerseyvirus,Genus,53:00:00,38:03:00
989,Kafunavirus,Genus,169:02:00,52:06:00
24894,Nankokuvirus,Genus,207:05:00,42:01:00
18562,Okubovirus,Genus,293:03:00,256:07:00
26306,Timquatrovirus,Genus,225:08:00,
14834,Fromanvirus,Genus,114:05:00,41:00:00
12622,Obolenskvirus,Genus,201:04:00,
30726,Homburgvirus,Genus,174:03:00,45:04:00
26984,Lessievirus,Genus,108:09:00,54:06:00
26567,Xipdecavirus,Genus,321:04:00,43:03:00
23665,Vequintavirus,Genus,103:04:00,32:04:00
29491,Bastillevirus,Genus,180:03:00,39:09:00
29453,Bastillevirus,Genus,81:02:00,
23892,Kochikohdavirus,Genus,108:06:00,51:02:00
16185,Fromanvirus,Genus,207:08:00,144:02:00
28705,Mapvirus,Genus,293:04:00,263:05:00
28841,Seunavirus,Genus,502:01:00,453:00:00
18527,Siminovitchvirus,Genus,111:01:00,106:07:00
30980,Bequatrovirus,Genus,81:08:00,74:08:00
28829,Seunavirus,Genus,233:07:00,192:04:00
24570,Vequintavirus,Genus,206:01:00,53:08:00
23066,Kuravirus,Genus,61:01:00,39:03:00
21038,Agatevirus,Genus,239:05:00,36:00:00
29449,Bastillevirus,Genus,150:02:00,51:02:00
18441,Slashvirus,Genus,147:03:00,91:01:00
29585,Bequatrovirus,Genus,101:05:00,35:07:00
18605,Siminovitchvirus,Genus,241:08:00,183:08:00
24271,Phikmvvirus,Genus,53:07:00,
28777,Seunavirus,Genus,150:09:00,115:07:00
24835,Nankokuvirus,Genus,237:02:00,
23406,Gordtnkvirus,Genus,201:01:00,138:02:00
17261,Pahexavirus,Genus,84:02:00,69:02:00
10349,Firehammervirus,Genus,401:07:00,265:01:00
24854,Nankokuvirus,Genus,199:02:00,39:01:00
23264,Slashvirus,Genus,102:03:00,67:04:00
29735,Asteriusvirus,Genus,155:00:00,132:00:00
23214,Pagevirus,Genus,109:09:00,45:06:00
30887,Nitunavirus,Genus,159:00:00,46:02:00
18449,Slashvirus,Genus,305:07:00,118:02:00
24590,Slopekvirus,Genus,161:08:00,62:05:00
18453,Slashvirus,Genus,237:06:00,105:06:00
23048,Kuravirus,Genus,129:08:00,
14444,Cheoctovirus,Genus,160:06:00,37:06:00
12355,Tequatrovirus,Genus,136:09:00,130:01:00
22410,Enhodamvirus,Genus,233:02:00,
21936,Corndogvirus,Genus,162:09:00,
23013,Kuravirus,Genus,317:01:00,35:08:00
14562,Bongovirus,Genus,163:06:00,98:09:00
22008,Corndogvirus,Genus,121:01:00,35:01:00
23893,Kochikohdavirus,Genus,171:00:00,
23122,Kochikohdavirus,Genus,173:03:00,49:09:00
14716,Fromanvirus,Genus,108:07:00,34:04:00
22392,Enhodamvirus,Genus,197:04:00,
10463,Fletchervirus,Genus,108:03:00,76:00:00
18038,Andromedavirus,Genus,112:00:00,34:03:00
28817,Seunavirus,Genus,126:03:00,48:03:00
29563,Bequatrovirus,Genus,242:03:00,
23894,Kochikohdavirus,Genus,114:04:00,63:05:00
18434,Slashvirus,Genus,238:06:00,154:08:00
22283,Omegavirus,Genus,241:07:00,100:00:00
29465,Bastillevirus,Genus,147:06:00,33:00:00
10645,Kayvirus,Genus,59:07:00,
23045,Kuravirus,Genus,216:07:00,34:01:00
14525,Timquatrovirus,Genus,82:02:00,
23273,Slashvirus,Genus,948:06:00,32:06:00
18075,Andromedavirus,Genus,145:04:00,
10416,Firehammervirus,Genus,256:02:00,40:09:00
21553,Gamaleyavirus,Genus,59:04:00,
30844,Helsingorvirus,Genus,209:02:00,58:00:00
10587,Fletchervirus,Genus,441:00:00,
29305,Homburgvirus,Genus,139:03:00,48:02:00
24875,Nankokuvirus,Genus,183:05:00,
18861,Gelderlandvirus,Genus,31:02:00,
13871,Saphexavirus,Genus,246:03:00,98:01:00
23071,Kuravirus,Genus,86:04:00,36:04:00
11302,Unaquatrovirus,Genus,94:05:00,39:03:00
22648,Karamvirus,Genus,133:00:00,107:05:00
26709,Krischvirus,Genus,75:03:00,61:04:00
30232,Helsingorvirus,Genus,105:04:00,
22420,Enhodamvirus,Genus,207:00:00,
29615,Bequatrovirus,Genus,204:03:00,52:00:00
29423,Bastillevirus,Genus,151:05:00,35:09:00
29418,Bastillevirus,Genus,296:01:00,55:07:00
10286,Vhmlvirus,Genus,184:01:00,38:02:00
23271,Slashvirus,Genus,180:04:00,61:08:00
27841,Kuravirus,Genus,105:08:00,34:00:00
18585,Siminovitchvirus,Genus,291:00:00,62:00:00
22387,Enhodamvirus,Genus,380:01:00,
14513,Timquatrovirus,Genus,59:09:00,
18752,Bronvirus,Genus,112:07:00,
28834,Seunavirus,Genus,93:07:00,44:02:00
24865,Nankokuvirus,Genus,138:08:00,51:03:00
29441,Bastillevirus,Genus,176:02:00,33:06:00
26648,Krischvirus,Genus,116:09:00,62:06:00
27543,Tulanevirus,Genus,184:09:00,65:01:00
26702,Krischvirus,Genus,171:03:00,
26779,Tulanevirus,Genus,148:03:00,148:01:00
18788,Cbastvirus,Genus,322:05:00,33:07:00
22013,Corndogvirus,Genus,146:01:00,
14901,Fromanvirus,Genus,76:08:00,
22416,Enhodamvirus,Genus,376:01:00,
28848,Seunavirus,Genus,648:05:00,402:06:00
25449,Fromanvirus,Genus,160:06:00,38:02:00
14968,Bixzunavirus,Genus,76:01:00,52:00:00
24583,Slopekvirus,Genus,116:03:00,
14085,Omegavirus,Genus,221:05:00,69:02:00
22659,Gaprivervirus,Genus,136:07:00,132:00:00
17967,Gamaleyavirus,Genus,102:02:00,
18076,Andromedavirus,Genus,207:05:00,45:08:00
14570,Bongovirus,Genus,174:04:00,143:03:00
13870,Saphexavirus,Genus,286:00:00,48:01:00
18779,Cbastvirus,Genus,128:06:00,38:01:00
28855,Seunavirus,Genus,134:04:00,131:00:00
12944,Schizotequatrovirus,Genus,223:08:00,41:04:00
12023,Bruynoghevirus,Genus,79:01:00,43:08:00
14541,Bongovirus,Genus,232:04:00,212:04:00
30987,Kayvirus,Genus,154:09:00,117:05:00
30575,Pecentumvirus,Genus,173:01:00,49:00:00
23084,Kuravirus,Genus,68:07:00,49:05:00
22807,Tegunavirus,Genus,441:03:00,40:03:00
29600,Bequatrovirus,Genus,248:08:00,
27381,Septimatrevirus,Genus,159:05:00,
23526,Alcyoneusvirus,Genus,198:08:00,194:09:00
10600,Fletchervirus,Genus,270:00:00,35:05:00
28003,Barnyardvirus,Genus,110:07:00,73:08:00
14582,Bongovirus,Genus,165:03:00,162:06:00
14127,Omegavirus,Genus,186:07:00,43:02:00
18085,Andromedavirus,Genus,157:00:00,116:08:00
18119,Rogunavirus,Genus,93:07:00,77:00:00
24021,Emdodecavirus,Genus,132:04:00,43:04:00
14744,Fromanvirus,Genus,81:08:00,32:02:00
27751,Kochikohdavirus,Genus,118:03:00,88:04:00
29475,Bastillevirus,Genus,151:03:00,40:02:00
31148,Caeruleovirus,Genus,104:08:00,86:00:00
10580,Fletchervirus,Genus,116:02:00,42:01:00
23009,Kuravirus,Genus,320:09:00,32:06:00
30153,Kayvirus,Genus,107:06:00,55:09:00
12939,Schizotequatrovirus,Genus,186:01:00,40:02:00
24366,Kostyavirus,Genus,66:02:00,38:01:00
23842,Kochikohdavirus,Genus,187:00:00,46:07:00
18123,Rogunavirus,Genus,151:02:00,36:00:00
23041,Kuravirus,Genus,109:05:00,
5091,Titanvirus,Genus,154:08:00,72:08:00
21997,Corndogvirus,Genus,270:03:00,
21970,Corndogvirus,Genus,101:00:00,36:00:00
18452,Slashvirus,Genus,633:04:00,285:06:00
13996,Omegavirus,Genus,143:03:00,33:01:00
30700,Popoffvirus,Genus,43:03:00,31:09:00
21985,Corndogvirus,Genus,174:08:00,
10404,Firehammervirus,Genus,199:03:00,60:02:00
18438,Slashvirus,Genus,293:09:00,206:00:00
29427,Bastillevirus,Genus,153:03:00,31:06:00
29509,Bastillevirus,Genus,107:07:00,37:08:00
17831,Obolenskvirus,Genus,176:05:00,
18435,Slashvirus,Genus,125:00:00,58:01:00
15827,Corndogvirus,Genus,162:00:00,150:00:00
22419,Enhodamvirus,Genus,179:05:00,
13051,Schizotequatrovirus,Genus,172:01:00,38:02:00
29586,Bequatrovirus,Genus,130:00:00,
30593,Caeruleovirus,Genus,409:02:00,130:09:00
18134,Rogunavirus,Genus,150:01:00,
10514,Fletchervirus,Genus,836:02:00,39:03:00
24083,Emdodecavirus,Genus,281:06:00,76:05:00
29407,Bastillevirus,Genus,137:04:00,31:07:00
18071,Andromedavirus,Genus,169:03:00,
20785,Rogunavirus,Genus,41:00:00,40:07:00
28823,Seunavirus,Genus,217:05:00,39:03:00
20786,Rogunavirus,Genus,37:09:00,32:00:00
30162,Cequinquevirus,Genus,205:05:00,41:01:00
12910,Schizotequatrovirus,Genus,122:06:00,42:05:00
29463,Bastillevirus,Genus,307:03:00,
27082,Seunavirus,Genus,252:02:00,112:05:00
21995,Corndogvirus,Genus,255:03:00,
21973,Corndogvirus,Genus,344:05:00,
30293,Asteriusvirus,Genus,165:09:00,163:04:00
22001,Corndogvirus,Genus,183:02:00,
23859,Kochikohdavirus,Genus,132:07:00,41:04:00
16405,Fromanvirus,Genus,208:08:00,78:06:00
12614,Obolenskvirus,Genus,173:06:00,36:02:00
28005,Barnyardvirus,Genus,241:04:00,38:07:00
30956,Bequatrovirus,Genus,124:00:00,39:00:00
18526,Siminovitchvirus,Genus,80:04:00,40:06:00
14352,Fromanvirus,Genus,152:09:00,56:07:00
18092,Andromedavirus,Genus,92:01:00,
13847,Saphexavirus,Genus,481:05:00,43:02:00
29503,Bastillevirus,Genus,169:07:00,35:02:00
23028,Kuravirus,Genus,107:08:00,38:06:00
24837,Nankokuvirus,Genus,167:08:00,35:08:00
21692,Cheoctovirus,Genus,107:07:00,53:07:00
28526,Nankokuvirus,Genus,187:09:00,53:01:00
28796,Seunavirus,Genus,69:01:00,
11294,Unaquatrovirus,Genus,106:07:00,43:00:00
13852,Saphexavirus,Genus,427:03:00,36:04:00
23019,Kuravirus,Genus,255:04:00,46:00:00
29141,Certrevirus,Genus,240:08:00,49:04:00
24541,Moonvirus,Genus,118:07:00,114:00:00
22389,Enhodamvirus,Genus,149:04:00,
13269,Phikzvirus,Genus,88:04:00,68:09:00
23882,Kochikohdavirus,Genus,151:05:00,107:04:00
24832,Nankokuvirus,Genus,164:02:00,
30610,Slashvirus,Genus,133:01:00,126:09:00
18059,Andromedavirus,Genus,85:01:00,48:03:00
23454,Gordtnkvirus,Genus,124:09:00,88:08:00
16845,Cheoctovirus,Genus,169:05:00,
24833,Nankokuvirus,Genus,240:05:00,
21964,Corndogvirus,Genus,137:09:00,
21989,Corndogvirus,Genus,279:01:00,
21005,Agatevirus,Genus,203:09:00,36:06:00
26659,Krischvirus,Genus,143:04:00,88:03:00
22003,Corndogvirus,Genus,88:01:00,
26473,Barnyardvirus,Genus,106:07:00,39:02:00
23834,Kochikohdavirus,Genus,184:09:00,80:04:00
26311,Timquatrovirus,Genus,76:01:00,32:06:00
21999,Corndogvirus,Genus,232:03:00,
22414,Enhodamvirus,Genus,198:07:00,
16170,Fromanvirus,Genus,160:01:00,64:07:00
29077,Kuttervirus,Genus,392:01:00,198:04:00
27529,Cheoctovirus,Genus,160:07:00,137:08:00
29632,Bequatrovirus,Genus,251:06:00,
17947,Gamaleyavirus,Genus,112:06:00,67:07:00
16205,Schizotequatrovirus,Genus,196:08:00,119:03:00
18113,Rogunavirus,Genus,37:01:00,
28853,Seunavirus,Genus,219:00:00,34:00:00
31103,Bastillevirus,Genus,115:01:00,73:03:00
29594,Bequatrovirus,Genus,39:01:00,
30299,Asteriusvirus,Genus,148:00:00,146:02:00
13276,Phikzvirus,Genus,299:02:00,180:05:00
30574,Limdunavirus,Genus,136:05:00,46:05:00
22301,Litunavirus,Genus,199:00:00,68:03:00
30785,Helsingorvirus,Genus,135:09:00,
26455,Rosenblumvirus,Genus,55:05:00,34:00:00
13271,Phikzvirus,Genus,161:03:00,82:09:00
18784,Cbastvirus,Genus,458:08:00,
29385,Pahexavirus,Genus,72:03:00,42:09:00
29630,Bequatrovirus,Genus,194:02:00,
23889,Kochikohdavirus,Genus,120:02:00,31:08:00
