Number,Associated,TaxRank,MinScore,NextMaxScore
8762,Pecentumvirus,Genus,110:02:00,41:01:00
24825,Nankokuvirus,Genus,252:03:00,75:00:00
15079,Bruynoghevirus,Genus,118:04:00,59:01:00
16052,Caeruleovirus,Genus,187:08:00,179:00:00
24562,Felixounavirus,Genus,161:00:00,159:06:00
13012,Schizotequatrovirus,Genus,105:04:00,83:06:00
16003,Caeruleovirus,Genus,252:09:00,189:04:00
10471,Firehammervirus,Genus,355:04:00,54:00:00
12703,Friunavirus,Genus,168:08:00,65:06:00
14487,Timquatrovirus,Genus,57:07:00,
23554,Vequintavirus,Genus,111:04:00,
24102,Emdodecavirus,Genus,519:04:00,155:03:00
23580,Vequintavirus,Genus,173:00:00,
8779,Pecentumvirus,Genus,373:09:00,43:04:00
16408,Fromanvirus,Genus,121:03:00,97:07:00
23644,Vequintavirus,Genus,433:07:00,
1911,Detrevirus,Genus,164:00:00,150:06:00
29445,Bastillevirus,Genus,105:07:00,41:02:00
22007,Corndogvirus,Genus,110:01:00,37:03:00
8656,Pecentumvirus,Genus,85:05:00,31:05:00
13821,Delepquintavirus,Genus,82:00:00,54:09:00
13771,Webervirus,Genus,143:07:00,
23647,Vequintavirus,Genus,111:07:00,
27709,Cequinquevirus,Genus,142:09:00,140:02:00
13762,Webervirus,Genus,107:00:00,
16108,Casadabanvirus,Genus,72:07:00,48:09:00
16771,Tulanevirus,Genus,202:08:00,174:01:00
11891,Slopekvirus,Genus,219:07:00,
26782,Tulanevirus,Genus,164:04:00,162:09:00
10333,Fletchervirus,Genus,145:00:00,143:06:00
11079,Pegunavirus,Genus,171:00:00,
23607,Vequintavirus,Genus,207:09:00,
24412,Webervirus,Genus,177:05:00,162:08:00
26707,Krischvirus,Genus,132:07:00,62:05:00
20889,Gaprivervirus,Genus,154:02:00,147:09:00
30509,Certrevirus,Genus,144:04:00,41:04:00
18691,Abouovirus,Genus,217:08:00,216:09:00
14753,Omegavirus,Genus,109:04:00,31:08:00
29494,Bastillevirus,Genus,105:05:00,43:06:00
20853,Zindervirus,Genus,32:00:00,
12034,Bruynoghevirus,Genus,124:05:00,34:09:00
8649,Pecentumvirus,Genus,122:06:00,33:03:00
11353,Phifelvirus,Genus,148:05:00,130:01:00
30606,Caeruleovirus,Genus,522:03:00,96:04:00
24120,Emdodecavirus,Genus,272:07:00,38:05:00
24743,Pakpunavirus,Genus,88:08:00,
30709,Ithacavirus,Genus,148:06:00,136:09:00
24530,Moonvirus,Genus,155:08:00,143:08:00
18749,Bronvirus,Genus,47:08:00,
13757,Webervirus,Genus,140:06:00,
24268,Phikmvvirus,Genus,196:01:00,
12596,Obolenskvirus,Genus,111:07:00,41:05:00
27524,Coopervirus,Genus,87:09:00,38:05:00
28078,Dhillonvirus,Genus,84:08:00,36:04:00
23683,Vequintavirus,Genus,130:02:00,
23628,Vequintavirus,Genus,80:06:00,
23577,Vequintavirus,Genus,221:05:00,
14419,Omegavirus,Genus,119:05:00,44:01:00
20890,Karamvirus,Genus,328:06:00,51:07:00
29642,Bequatrovirus,Genus,154:04:00,46:08:00
8668,Pecentumvirus,Genus,137:09:00,
22601,Gaprivervirus,Genus,168:07:00,153:04:00
24532,Moonvirus,Genus,133:05:00,128:05:00
23576,Vequintavirus,Genus,172:02:00,
26658,Krischvirus,Genus,143:05:00,139:07:00
28815,Seunavirus,Genus,163:05:00,156:08:00
26735,Biquartavirus,Genus,189:02:00,153:00:00
29588,Bequatrovirus,Genus,156:05:00,38:04:00
22675,Wildcatvirus,Genus,172:05:00,140:04:00
23582,Vequintavirus,Genus,371:00:00,
27063,Tunavirus,Genus,192:07:00,33:00:00
23562,Vequintavirus,Genus,55:00:00,
27408,Yuavirus,Genus,73:01:00,35:09:00
24328,Coopervirus,Genus,137:05:00,33:07:00
27927,Mieseafarmvirus,Genus,163:01:00,86:01:00
25951,Fromanvirus,Genus,43:03:00,43:00:00
23645,Vequintavirus,Genus,264:01:00,39:04:00
23687,Vequintavirus,Genus,193:06:00,55:06:00
23818,Kochikohdavirus,Genus,258:01:00,45:03:00
22415,Enhodamvirus,Genus,585:09:00,33:00:00
8690,Pecentumvirus,Genus,238:03:00,35:02:00
8795,Pecentumvirus,Genus,157:00:00,32:06:00
29733,Alcyoneusvirus,Genus,132:07:00,130:02:00
28965,Wphvirus,Genus,105:08:00,
23694,Vequintavirus,Genus,182:00:00,32:06:00
8673,Pecentumvirus,Genus,355:04:00,44:05:00
17867,Elvirus,Genus,310:06:00,290:05:00
13768,Webervirus,Genus,160:01:00,45:02:00
23107,Septimatrevirus,Genus,274:00:00,
24274,Phikmvvirus,Genus,110:01:00,42:03:00
29302,Homburgvirus,Genus,109:06:00,41:00:00
13813,Webervirus,Genus,76:02:00,31:07:00
23701,Vequintavirus,Genus,235:04:00,35:05:00
30146,Kayvirus,Genus,121:05:00,73:08:00
29172,Certrevirus,Genus,167:01:00,37:03:00
13967,Omegavirus,Genus,115:02:00,35:02:00
28119,Efquatrovirus,Genus,108:01:00,33:00:00
11210,Kostyavirus,Genus,288:09:00,
8702,Pecentumvirus,Genus,549:05:00,
8723,Pecentumvirus,Genus,61:00:00,
18031,Andromedavirus,Genus,128:04:00,67:04:00
23552,Vequintavirus,Genus,76:01:00,34:01:00
29587,Bequatrovirus,Genus,179:06:00,56:08:00
11908,Slopekvirus,Genus,150:03:00,71:09:00
29649,Tequatrovirus,Genus,129:07:00,
24331,Coopervirus,Genus,156:03:00,124:09:00
18734,Bronvirus,Genus,105:03:00,
30154,Cequinquevirus,Genus,270:00:00,163:07:00
8642,Pecentumvirus,Genus,108:02:00,53:09:00
28092,Dhillonvirus,Genus,83:05:00,53:02:00
22731,Seuratvirus,Genus,178:09:00,166:03:00
30948,Bastillevirus,Genus,126:03:00,117:07:00
23715,Vequintavirus,Genus,154:04:00,38:03:00
8759,Pecentumvirus,Genus,239:08:00,58:07:00
29196,Certrevirus,Genus,75:07:00,40:07:00
23693,Vequintavirus,Genus,302:00:00,
8788,Pecentumvirus,Genus,157:03:00,55:03:00
24294,Phikmvvirus,Genus,201:01:00,
29543,Wphvirus,Genus,48:08:00,
29047,Dhillonvirus,Genus,160:09:00,
21994,Corndogvirus,Genus,145:09:00,59:09:00
27416,Yuavirus,Genus,206:03:00,175:06:00
24286,Phikmvvirus,Genus,294:01:00,32:05:00
30383,Erskinevirus,Genus,265:06:00,256:03:00
11281,Unaquatrovirus,Genus,123:01:00,50:01:00
23573,Vequintavirus,Genus,195:05:00,34:08:00
23330,Drulisvirus,Genus,127:04:00,
24261,Phikmvvirus,Genus,107:01:00,33:09:00
27074,Kayvirus,Genus,154:03:00,111:06:00
8715,Pecentumvirus,Genus,539:00:00,
13686,Kolesnikvirus,Genus,166:05:00,148:00:00
22078,Alcyoneusvirus,Genus,139:02:00,136:07:00
10682,Kayvirus,Genus,63:03:00,
15992,Tsarbombavirus,Genus,163:07:00,146:07:00
29629,Bequatrovirus,Genus,167:00:00,134:05:00
24315,Coopervirus,Genus,192:00:00,187:03:00
8714,Pecentumvirus,Genus,248:04:00,40:09:00
18760,Bronvirus,Genus,51:08:00,
28085,Dhillonvirus,Genus,168:09:00,42:04:00
8686,Pecentumvirus,Genus,117:02:00,32:07:00
23594,Vequintavirus,Genus,257:07:00,35:06:00
9965,Bixzunavirus,Genus,118:07:00,
13378,Teseptimavirus,Genus,157:09:00,
23857,Kochikohdavirus,Genus,100:06:00,93:02:00
16753,Tulanevirus,Genus,173:08:00,172:00:00
28421,Teseptimavirus,Genus,38:01:00,36:06:00
13285,Phikzvirus,Genus,356:03:00,
16731,Tulanevirus,Genus,169:08:00,157:03:00
20987,Agatevirus,Genus,440:03:00,45:01:00
21759,Pecentumvirus,Genus,139:05:00,124:04:00
23806,Tinduovirus,Genus,282:08:00,256:09:00
16554,Litunavirus,Genus,153:05:00,149:05:00
24831,Nankokuvirus,Genus,186:01:00,87:05:00
23697,Vequintavirus,Genus,122:05:00,
21920,Baltimorevirus,Genus,94:05:00,38:00:00
24258,Phikmvvirus,Genus,146:02:00,59:07:00
11293,Unaquatrovirus,Genus,589:09:00,496:09:00
28666,Viunavirus,Genus,165:06:00,53:08:00
21928,Baltimorevirus,Genus,170:02:00,35:07:00
26481,Barnyardvirus,Genus,96:04:00,50:05:00
28520,Efquatrovirus,Genus,313:06:00,
13315,Phikzvirus,Genus,152:07:00,110:01:00
14692,Plotvirus,Genus,217:07:00,217:01:00
14142,Omegavirus,Genus,193:06:00,89:05:00
22421,Enhodamvirus,Genus,400:06:00,36:06:00
26581,Mosigvirus,Genus,32:01:00,
24277,Phikmvvirus,Genus,39:06:00,
22286,Omegavirus,Genus,213:03:00,32:04:00
18024,Andromedavirus,Genus,127:05:00,48:09:00
12942,Schizotequatrovirus,Genus,61:04:00,
25584,Lomovskayavirus,Genus,167:01:00,112:00:00
8701,Pecentumvirus,Genus,234:06:00,35:01:00
29020,Wphvirus,Genus,156:06:00,
21931,Baltimorevirus,Genus,138:09:00,46:09:00
23065,Kuravirus,Genus,105:02:00,38:04:00
30573,Limdunavirus,Genus,146:01:00,74:07:00
8778,Pecentumvirus,Genus,116:03:00,
23713,Vequintavirus,Genus,212:09:00,35:08:00
23690,Vequintavirus,Genus,202:07:00,34:05:00
14036,Omegavirus,Genus,127:08:00,110:00:00
24008,Emdodecavirus,Genus,197:02:00,71:07:00
11912,Slopekvirus,Genus,112:06:00,
24614,Krischvirus,Genus,68:09:00,
28785,Seunavirus,Genus,203:05:00,181:05:00
24841,Nankokuvirus,Genus,299:09:00,52:00:00
11916,Slopekvirus,Genus,154:05:00,
23198,Pagevirus,Genus,60:01:00,
23600,Vequintavirus,Genus,205:05:00,34:09:00
23608,Vequintavirus,Genus,115:00:00,34:08:00
22241,Timquatrovirus,Genus,35:04:00,
17942,Gamaleyavirus,Genus,86:06:00,85:07:00
22407,Enhodamvirus,Genus,98:01:00,38:02:00
30990,Nankokuvirus,Genus,167:00:00,165:05:00
28807,Certrevirus,Genus,177:06:00,79:09:00
22699,Kayvirus,Genus,176:01:00,33:03:00
23604,Vequintavirus,Genus,111:01:00,34:01:00
23911,Emdodecavirus,Genus,179:03:00,40:07:00
12409,Corndogvirus,Genus,175:03:00,162:04:00
24272,Phikmvvirus,Genus,58:03:00,49:01:00
8716,Pecentumvirus,Genus,169:06:00,33:02:00
24276,Phikmvvirus,Genus,104:02:00,37:08:00
11275,Unaquatrovirus,Genus,370:02:00,351:05:00
26739,Tulanevirus,Genus,180:02:00,164:03:00
21695,Cheoctovirus,Genus,83:04:00,39:05:00
24598,Slopekvirus,Genus,85:05:00,68:00:00
11930,Slopekvirus,Genus,78:02:00,
23032,Kuravirus,Genus,155:04:00,105:04:00
24266,Phikmvvirus,Genus,248:03:00,
8787,Pecentumvirus,Genus,103:00:00,32:07:00
8703,Pecentumvirus,Genus,122:00:00,32:09:00
22516,Tequintavirus,Genus,121:08:00,51:09:00
14712,Fromanvirus,Genus,93:06:00,44:08:00
24563,Vequintavirus,Genus,53:04:00,32:01:00
24565,Vequintavirus,Genus,117:03:00,59:03:00
24342,Bixzunavirus,Genus,195:09:00,
23334,Drulisvirus,Genus,108:02:00,
28090,Dhillonvirus,Genus,111:06:00,39:08:00
11298,Unaquatrovirus,Genus,176:00:00,77:00:00
26767,Biquartavirus,Genus,244:07:00,236:02:00
21913,Baltimorevirus,Genus,273:06:00,
23789,Tinduovirus,Genus,175:09:00,157:06:00
29591,Bequatrovirus,Genus,135:09:00,38:09:00
18742,Bronvirus,Genus,216:01:00,42:03:00
23661,Vequintavirus,Genus,156:02:00,39:06:00
8700,Pecentumvirus,Genus,223:08:00,38:02:00
8770,Pecentumvirus,Genus,197:06:00,182:06:00
18464,Slashvirus,Genus,271:08:00,158:00:00
26533,Zindervirus,Genus,88:08:00,
31005,Efquatrovirus,Genus,131:01:00,40:03:00
23530,Mosigvirus,Genus,104:03:00,44:01:00
18759,Bronvirus,Genus,34:06:00,
27046,Tunavirus,Genus,281:07:00,217:05:00
12061,Bruynoghevirus,Genus,123:00:00,44:06:00
8726,Pecentumvirus,Genus,350:03:00,42:04:00
26715,Krischvirus,Genus,298:07:00,196:07:00
11973,Tequatrovirus,Genus,276:00:00,161:04:00
15916,Pipefishvirus,Genus,258:01:00,
13364,Teseptimavirus,Genus,157:02:00,
22630,Gaprivervirus,Genus,200:03:00,125:00:00
24260,Phikmvvirus,Genus,137:01:00,33:04:00
11279,Limdunavirus,Genus,179:08:00,154:09:00
16570,Litunavirus,Genus,403:07:00,370:03:00
24575,Slopekvirus,Genus,161:02:00,42:03:00
24259,Phikmvvirus,Genus,245:09:00,36:09:00
8786,Pecentumvirus,Genus,264:07:00,36:03:00
27374,Septimatrevirus,Genus,113:06:00,48:01:00
20995,Agatevirus,Genus,206:01:00,40:04:00
21915,Baltimorevirus,Genus,151:01:00,53:02:00
23748,Zindervirus,Genus,98:00:00,55:07:00
18029,Andromedavirus,Genus,120:00:00,70:05:00
15073,Bruynoghevirus,Genus,138:09:00,65:01:00
23702,Vequintavirus,Genus,221:08:00,148:02:00
23128,Kochikohdavirus,Genus,338:05:00,49:01:00
29048,Dhillonvirus,Genus,100:00:00,38:06:00
10482,Firehammervirus,Genus,626:01:00,37:00:00
27375,Septimatrevirus,Genus,127:04:00,45:00:00
29685,Alcyoneusvirus,Genus,234:05:00,229:08:00
23695,Vequintavirus,Genus,246:01:00,38:05:00
18736,Bronvirus,Genus,120:05:00,38:04:00
14025,Omegavirus,Genus,276:08:00,76:01:00
15899,Pipefishvirus,Genus,113:08:00,
12709,Friunavirus,Genus,92:04:00,
11898,Slopekvirus,Genus,257:02:00,
14081,Omegavirus,Genus,160:05:00,42:07:00
18783,Cbastvirus,Genus,175:00:00,47:05:00
27913,Mieseafarmvirus,Genus,201:09:00,193:09:00
22727,Seuratvirus,Genus,211:07:00,209:02:00
23601,Vequintavirus,Genus,134:09:00,32:05:00
30935,Fromanvirus,Genus,110:09:00,33:05:00
18421,Rogunavirus,Genus,161:02:00,36:01:00
26668,Krischvirus,Genus,146:08:00,39:06:00
23672,Vequintavirus,Genus,278:09:00,47:02:00
12047,Bruynoghevirus,Genus,445:01:00,314:00:00
11871,Slopekvirus,Genus,137:01:00,36:05:00
11621,Kagunavirus,Genus,74:02:00,68:01:00
30345,Seoulvirus,Genus,169:02:00,168:02:00
23706,Vequintavirus,Genus,196:07:00,59:02:00
31009,Efquatrovirus,Genus,102:09:00,
30384,Erskinevirus,Genus,105:08:00,104:01:00
27372,Septimatrevirus,Genus,128:05:00,74:09:00
24057,Emdodecavirus,Genus,153:00:00,57:09:00
23699,Vequintavirus,Genus,189:03:00,49:05:00
24852,Nankokuvirus,Genus,131:05:00,36:04:00
16569,Litunavirus,Genus,163:06:00,161:09:00
14836,Cheoctovirus,Genus,498:04:00,335:02:00
29676,Alcyoneusvirus,Genus,354:01:00,328:04:00
29435,Bastillevirus,Genus,130:04:00,61:05:00
28102,Dhillonvirus,Genus,140:02:00,36:05:00
8669,Pecentumvirus,Genus,235:04:00,42:02:00
18560,Siminovitchvirus,Genus,163:09:00,153:06:00
14584,Bongovirus,Genus,128:07:00,105:09:00
16719,Jerseyvirus,Genus,88:03:00,
27405,Yuavirus,Genus,302:06:00,33:09:00
13800,Webervirus,Genus,138:02:00,36:01:00
8758,Pecentumvirus,Genus,194:02:00,43:05:00
18032,Andromedavirus,Genus,79:01:00,40:08:00
1919,Detrevirus,Genus,195:09:00,192:01:00
28788,Seunavirus,Genus,279:08:00,259:05:00
8739,Pecentumvirus,Genus,171:09:00,57:07:00
27142,Helsingorvirus,Genus,133:05:00,66:06:00
11802,Slopekvirus,Genus,109:03:00,
28530,Nankokuvirus,Genus,123:00:00,38:09:00
14596,Bongovirus,Genus,111:00:00,103:05:00
23201,Pagevirus,Genus,527:01:00,70:06:00
30388,Seoulvirus,Genus,346:01:00,343:09:00
22693,Kayvirus,Genus,163:01:00,145:02:00
29636,Bequatrovirus,Genus,103:04:00,45:02:00
24867,Nankokuvirus,Genus,141:00:00,
13361,Teseptimavirus,Genus,203:04:00,
16419,Skunavirus,Genus,223:01:00,33:00:00
30149,Kayvirus,Genus,505:06:00,335:00:00
11288,Limdunavirus,Genus,226:06:00,199:08:00
15075,Bruynoghevirus,Genus,150:09:00,123:03:00
28117,Efquatrovirus,Genus,121:09:00,
10347,Firehammervirus,Genus,145:01:00,117:09:00
18568,Siminovitchvirus,Genus,268:06:00,254:04:00
23587,Vequintavirus,Genus,391:07:00,37:00:00
18534,Siminovitchvirus,Genus,572:00:00,57:07:00
8743,Pecentumvirus,Genus,213:07:00,80:07:00
11277,Limdunavirus,Genus,217:07:00,194:05:00
21768,Pecentumvirus,Genus,78:06:00,39:07:00
31008,Efquatrovirus,Genus,164:00:00,56:09:00
12957,Schizotequatrovirus,Genus,151:09:00,57:03:00
14151,Omegavirus,Genus,197:07:00,37:03:00
31016,Teseptimavirus,Genus,61:00:00,
14398,Omegavirus,Genus,90:01:00,64:01:00
23320,Drulisvirus,Genus,72:04:00,
10425,Fletchervirus,Genus,175:00:00,156:01:00
8664,Pecentumvirus,Genus,118:08:00,49:01:00
20990,Agatevirus,Genus,158:01:00,47:04:00
29422,Caeruleovirus,Genus,155:04:00,151:03:00
28875,Nonanavirus,Genus,134:01:00,122:01:00
10345,Firehammervirus,Genus,127:01:00,36:01:00
14320,Cheoctovirus,Genus,168:04:00,43:00:00
30361,Erskinevirus,Genus,147:08:00,145:08:00
29565,Bequatrovirus,Genus,117:01:00,70:04:00
18096,Andromedavirus,Genus,93:00:00,45:07:00
24262,Phikmvvirus,Genus,121:06:00,35:09:00
24788,Pakpunavirus,Genus,95:07:00,
12627,Obolenskvirus,Genus,110:03:00,95:08:00
18041,Andromedavirus,Genus,311:04:00,185:06:00
30978,Bequatrovirus,Genus,116:09:00,112:02:00
21667,Zindervirus,Genus,84:05:00,67:02:00
14462,Fromanvirus,Genus,112:05:00,40:08:00
16739,Tulanevirus,Genus,203:01:00,187:06:00
21701,Cheoctovirus,Genus,108:02:00,95:07:00
28101,Dhillonvirus,Genus,160:06:00,130:09:00
26770,Tulanevirus,Genus,140:00:00,138:08:00
26619,Krischvirus,Genus,94:02:00,49:08:00
23307,Slashvirus,Genus,159:03:00,59:09:00
12041,Bruynoghevirus,Genus,506:00:00,396:06:00
13720,Felixounavirus,Genus,47:06:00,43:04:00
31012,Efquatrovirus,Genus,92:09:00,44:05:00
24829,Nankokuvirus,Genus,187:04:00,157:06:00
13775,Webervirus,Genus,106:03:00,36:02:00
11283,Unaquatrovirus,Genus,107:01:00,102:04:00
26661,Krischvirus,Genus,145:03:00,36:06:00
30387,Erskinevirus,Genus,233:02:00,232:07:00
28521,Efquatrovirus,Genus,89:07:00,40:05:00
13755,Webervirus,Genus,171:07:00,41:06:00
23938,Emdodecavirus,Genus,142:00:00,63:09:00
12033,Bruynoghevirus,Genus,188:08:00,153:08:00
11875,Jedunavirus,Genus,81:00:00,78:02:00
24460,Slopekvirus,Genus,184:09:00,
22228,Timquatrovirus,Genus,35:08:00,
29228,Seunavirus,Genus,289:01:00,268:07:00
25012,Przondovirus,Genus,50:08:00,49:01:00
11272,Unaquatrovirus,Genus,220:05:00,208:00:00
30372,Erskinevirus,Genus,321:02:00,308:04:00
23056,Kuravirus,Genus,128:09:00,
22438,Fromanvirus,Genus,126:02:00,35:04:00
24576,Krischvirus,Genus,181:08:00,150:06:00
14174,Kostyavirus,Genus,87:07:00,37:02:00
24457,Slopekvirus,Genus,643:02:00,
23561,Vequintavirus,Genus,242:09:00,64:03:00
23055,Kuravirus,Genus,59:05:00,54:02:00
23599,Vequintavirus,Genus,151:03:00,
11883,Slopekvirus,Genus,198:04:00,
14140,Omegavirus,Genus,191:03:00,159:02:00
13287,Phikzvirus,Genus,269:00:00,118:05:00
14727,Fromanvirus,Genus,154:05:00,143:08:00
11968,Slopekvirus,Genus,356:08:00,
11855,Slopekvirus,Genus,78:03:00,
13351,Teseptimavirus,Genus,144:09:00,
14126,Omegavirus,Genus,140:08:00,42:03:00
12043,Bruynoghevirus,Genus,317:01:00,292:04:00
14152,Omegavirus,Genus,58:03:00,39:01:00
24091,Emdodecavirus,Genus,121:01:00,73:05:00
23267,Slashvirus,Genus,113:05:00,61:09:00
20881,Gelderlandvirus,Genus,147:09:00,135:00:00
24066,Emdodecavirus,Genus,149:00:00,63:02:00
30396,Erskinevirus,Genus,515:08:00,468:08:00
16647,Jerseyvirus,Genus,126:08:00,
12026,Bruynoghevirus,Genus,118:07:00,82:00:00
14455,Fromanvirus,Genus,159:06:00,
20887,Karamvirus,Genus,105:01:00,94:04:00
13372,Teseptimavirus,Genus,151:09:00,
23321,Drulisvirus,Genus,142:08:00,
27358,Zindervirus,Genus,54:03:00,
17866,Tidunavirus,Genus,121:00:00,114:07:00
14261,Cheoctovirus,Genus,219:04:00,32:05:00
26759,Biquartavirus,Genus,160:09:00,156:08:00
11822,Slopekvirus,Genus,168:06:00,
24599,Slopekvirus,Genus,123:08:00,
18451,Slashvirus,Genus,277:01:00,147:06:00
31099,Bastillevirus,Genus,105:04:00,
13799,Webervirus,Genus,151:03:00,36:02:00
14392,Omegavirus,Genus,167:01:00,155:01:00
13761,Webervirus,Genus,142:04:00,64:00:00
13766,Webervirus,Genus,119:04:00,43:00:00
11860,Slopekvirus,Genus,153:04:00,
8691,Pecentumvirus,Genus,44:09:00,39:07:00
28120,Efquatrovirus,Genus,139:01:00,40:07:00
14103,Omegavirus,Genus,124:07:00,42:00:00
8663,Pecentumvirus,Genus,238:01:00,
23531,Mosigvirus,Genus,167:01:00,
14743,Fromanvirus,Genus,35:04:00,
15585,Kostyavirus,Genus,153:04:00,38:08:00
11950,Slopekvirus,Genus,124:00:00,53:02:00
11945,Slopekvirus,Genus,299:04:00,
30331,Limestonevirus,Genus,68:05:00,57:05:00
8745,Pecentumvirus,Genus,83:01:00,39:03:00
12659,Limdunavirus,Genus,157:00:00,110:08:00
11901,Slopekvirus,Genus,185:04:00,
13352,Teseptimavirus,Genus,102:08:00,
27070,Kayvirus,Genus,173:00:00,
11931,Slopekvirus,Genus,369:09:00,
11866,Slopekvirus,Genus,375:02:00,
11900,Slopekvirus,Genus,223:03:00,
9894,Salasvirus,Genus,134:09:00,71:07:00
13366,Teseptimavirus,Genus,144:01:00,
27752,Kochikohdavirus,Genus,113:08:00,111:07:00
12344,Tequatrovirus,Genus,74:07:00,44:05:00
8777,Pecentumvirus,Genus,368:09:00,
29478,Bastillevirus,Genus,123:01:00,99:06:00
27072,Kayvirus,Genus,183:04:00,
22271,Omegavirus,Genus,148:02:00,137:03:00
11837,Slopekvirus,Genus,188:00:00,
31006,Efquatrovirus,Genus,87:06:00,43:02:00
16316,Drulisvirus,Genus,114:09:00,33:08:00
11927,Slopekvirus,Genus,89:05:00,
24380,Teseptimavirus,Genus,33:01:00,
29460,Bastillevirus,Genus,184:07:00,118:00:00
11858,Slopekvirus,Genus,143:01:00,
13141,Schizotequatrovirus,Genus,325:00:00,175:08:00
18033,Andromedavirus,Genus,299:08:00,110:05:00
28471,Caeruleovirus,Genus,210:04:00,96:00:00
18124,Rogunavirus,Genus,146:07:00,38:00:00
30156,Cequinquevirus,Genus,106:04:00,43:08:00
14382,Omegavirus,Genus,71:03:00,
11979,Slopekvirus,Genus,192:08:00,
28844,Seunavirus,Genus,366:02:00,293:03:00
11208,Kostyavirus,Genus,165:01:00,
11942,Slopekvirus,Genus,232:00:00,
11282,Limdunavirus,Genus,141:05:00,133:07:00
16061,Caeruleovirus,Genus,133:07:00,105:00:00
12711,Friunavirus,Genus,42:02:00,
29604,Bequatrovirus,Genus,117:06:00,92:09:00
28799,Ithacavirus,Genus,258:06:00,157:05:00
30800,Lightbulbvirus,Genus,174:04:00,132:03:00
24487,Fromanvirus,Genus,86:09:00,48:08:00
13360,Teseptimavirus,Genus,320:02:00,
3659,Teseptimavirus,Genus,107:01:00,32:05:00
23669,Vequintavirus,Genus,107:01:00,65:07:00
23326,Drulisvirus,Genus,215:09:00,
24295,Phikmvvirus,Genus,138:07:00,46:01:00
976,Kafunavirus,Genus,968:00:00,42:04:00
8651,Pecentumvirus,Genus,150:07:00,114:09:00
26961,Lessievirus,Genus,168:06:00,154:01:00
10450,Firehammervirus,Genus,313:02:00,82:02:00
28222,Limestonevirus,Genus,191:04:00,177:02:00
30603,Caeruleovirus,Genus,234:02:00,56:09:00
18733,Bronvirus,Genus,75:07:00,36:03:00
11857,Slopekvirus,Genus,360:09:00,
21803,Cepunavirus,Genus,494:06:00,198:09:00
22225,Timquatrovirus,Genus,144:03:00,52:00:00
12708,Friunavirus,Genus,113:09:00,
28798,Seunavirus,Genus,133:07:00,87:01:00
11856,Slopekvirus,Genus,218:02:00,
992,Kafunavirus,Genus,205:03:00,43:09:00
11975,Slopekvirus,Genus,195:06:00,
28490,Efquatrovirus,Genus,97:09:00,69:06:00
30359,Erskinevirus,Genus,324:03:00,320:05:00
24467,Slopekvirus,Genus,35:05:00,
16068,Tsarbombavirus,Genus,53:07:00,48:02:00
12970,Schizotequatrovirus,Genus,147:07:00,55:05:00
24311,Fromanvirus,Genus,117:03:00,
11881,Slopekvirus,Genus,135:02:00,52:08:00
24558,Gelderlandvirus,Genus,153:03:00,150:00:00
15862,Rosebushvirus,Genus,350:09:00,
23118,Kochikohdavirus,Genus,210:01:00,170:00:00
25594,Lomovskayavirus,Genus,113:07:00,53:01:00
28701,Mapvirus,Genus,251:00:00,223:03:00
11921,Slopekvirus,Genus,217:00:00,
31010,Efquatrovirus,Genus,101:07:00,36:07:00
10562,Fletchervirus,Genus,186:02:00,149:06:00
11902,Slopekvirus,Genus,262:01:00,
11929,Slopekvirus,Genus,126:02:00,
24290,Phikmvvirus,Genus,87:08:00,36:01:00
24324,Coopervirus,Genus,207:00:00,112:02:00
11821,Slopekvirus,Genus,100:05:00,
29229,Certrevirus,Genus,133:05:00,95:05:00
23192,Pagevirus,Genus,228:06:00,130:04:00
12952,Schizotequatrovirus,Genus,105:00:00,49:06:00
11824,Slopekvirus,Genus,97:02:00,
22691,Kayvirus,Genus,169:01:00,
11805,Slopekvirus,Genus,197:05:00,
13833,Saphexavirus,Genus,635:02:00,34:05:00
21761,Pecentumvirus,Genus,173:07:00,167:08:00
22700,Kayvirus,Genus,135:05:00,50:05:00
15715,Fishburnevirus,Genus,188:00:00,184:07:00
28835,Seunavirus,Genus,213:01:00,191:03:00
11952,Slopekvirus,Genus,112:07:00,
29726,Alcyoneusvirus,Genus,289:05:00,208:02:00
23655,Vequintavirus,Genus,179:07:00,49:09:00
17986,Gamaleyavirus,Genus,78:06:00,60:00:00
14218,Fromanvirus,Genus,101:05:00,
11286,Unaquatrovirus,Genus,166:02:00,165:09:00
18169,Cequinquevirus,Genus,120:04:00,65:05:00
15861,Rosebushvirus,Genus,122:07:00,
11958,Slopekvirus,Genus,162:00:00,40:03:00
15851,Rosebushvirus,Genus,119:03:00,33:07:00
28105,Dhillonvirus,Genus,135:06:00,36:09:00
24440,Teseptimavirus,Genus,191:09:00,148:05:00
15852,Rosebushvirus,Genus,57:05:00,
28268,Limestonevirus,Genus,257:00:00,256:02:00
21978,Corndogvirus,Genus,169:08:00,40:08:00
20996,Agatevirus,Genus,145:06:00,127:03:00
21949,Corndogvirus,Genus,158:07:00,81:02:00
14122,Omegavirus,Genus,148:05:00,48:05:00
15833,Rosebushvirus,Genus,191:08:00,
23538,Mosigvirus,Genus,556:06:00,
24468,Slopekvirus,Genus,85:05:00,39:03:00
23804,Tinduovirus,Genus,229:07:00,219:03:00
12030,Bruynoghevirus,Genus,122:08:00,117:03:00
13028,Schizotequatrovirus,Genus,111:01:00,58:07:00
29417,Bastillevirus,Genus,141:00:00,136:05:00
